Journal name,JCR Abbreviation,2024 JIF,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,Total Articles,Total Citations,Category,2023 JIF
Ethics and Information Technology,ETHICS INF TECHNOL,4,4.4,Q1,3.6,1.3,67,2603,ETHICS|INFORMATION SCIENCE & LIBRARY SCIENCE,3.4
VIROLOGICA SINICA,VIROL SIN,4,4.1,Q1,3.7,1,75,2620,VIROLOGY,4.3
Gut Pathogens,GUT PATHOG,4,4.4,Q1,4,0.8,68,2631,GASTROENTEROLOGY & HEPATOLOGY,4.3
Gut Pathogens,GUT PATHOG,4,4.4,Q2,4,0.8,68,2631,MICROBIOLOGY,4.3
Energy Efficiency,ENERG EFFIC,4,3.4,Q3,3.7,0.8,100,2911,ENERGY & FUELS|ENVIRONMENTAL STUDIES|GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,3.2
Interface Focus,INTERFACE FOCUS,4,4,Q1,3.9,1.7,37,3213,BIOLOGY,3.6
Best Practice & Research Clinical Gastroenterology,BEST PRACT RES CL GA,4,3.7,Q2,3.9,0.5,57,3381,GASTROENTEROLOGY & HEPATOLOGY,3.2
INTERNATIONAL JOURNAL OF COMPUTER INTEGRATED MANUFACTURING,INT J COMPUT INTEG M,4,4.2,Q2,3.7,0.4,76,3428,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS|ENGINEERING, MANUFACTURING|OPERATIONS RESEARCH & MANAGEMENT SCIENCE",3.7
Virus Evolution,VIRUS EVOL,4,4.5,Q1,3.7,1.1,116,3568,VIROLOGY,5.5
IEEE Transactions on Terahertz Science and Technology,IEEE T THZ SCI TECHN,4,3.8,Q2,3.7,1,88,3625,"ENGINEERING, ELECTRICAL & ELECTRONIC|OPTICS|PHYSICS, APPLIED",3.9
MIT SLOAN MANAGEMENT REVIEW,MIT SLOAN MANAGE REV,4,4.3,Q2,4,0.9,11,3704,BUSINESS|MANAGEMENT,4
EFORT Open Reviews,EFORT OPEN REV,4,5.8,Q1,3.9,0.7,59,3792,ORTHOPEDICS,4.3
Harm Reduction Journal,HARM REDUCT J,4,4.4,Q1,3.3,0.8,183,4055,SUBSTANCE ABUSE,4
CURRENT OPINION IN INFECTIOUS DISEASES,CURR OPIN INFECT DIS,4,3.9,Q1,3.9,0.9,0,4163,INFECTIOUS DISEASES,3.6
NEUROEPIDEMIOLOGY,NEUROEPIDEMIOLOGY,4,5,Q1,4,0.7,93,4533,"CLINICAL NEUROLOGY|PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",3.2
CHINESE JOURNAL OF POLYMER SCIENCE,CHINESE J POLYM SCI,4,3.5,Q2,3.6,1.1,191,4717,POLYMER SCIENCE,4.1
JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,J PARALLEL DISTR COM,4,3.6,Q2,3.9,0.5,117,4834,"COMPUTER SCIENCE, THEORY & METHODS",3.4
INTERNATIONAL AFFAIRS,INT AFF,4,4.4,Q1,3.4,1.9,120,4854,INTERNATIONAL RELATIONS,3.9
AGRICULTURAL ECONOMICS,AGR ECON-BLACKWELL,4,4.5,Q1,3.9,0.9,54,5306,AGRICULTURAL ECONOMICS & POLICY|ECONOMICS,4.5
CELL CALCIUM,CELL CALCIUM,4,3.9,Q1,3.8,1.1,54,5485,PHYSIOLOGY,4.3
CELL CALCIUM,CELL CALCIUM,4,3.9,Q2,3.8,1.1,54,5485,CELL BIOLOGY,4.3
Microbial Genomics,MICROB GENOMICS,4,4.6,Q1,3.9,1,162,5565,GENETICS & HEREDITY,4
Microbial Genomics,MICROB GENOMICS,4,4.6,Q2,3.9,1,162,5565,MICROBIOLOGY,4
HEALTH TECHNOLOGY ASSESSMENT,HEALTH TECHNOL ASSES,4,4.4,Q1,3.9,0.5,65,5611,HEALTH CARE SCIENCES & SERVICES,3.5
ERJ Open Research,ERJ OPEN RES,4,4,Q1,3.8,1,244,5723,RESPIRATORY SYSTEM,4.3
Clinical Implant Dentistry and Related Research,CLIN IMPLANT DENT R,4,4.3,Q1,3.6,0.5,103,5867,"DENTISTRY, ORAL SURGERY & MEDICINE",3.7
EXPERT OPINION ON BIOLOGICAL THERAPY,EXPERT OPIN BIOL TH,4,4,Q2,3.9,0.6,33,5913,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY|MEDICINE, RESEARCH & EXPERIMENTAL",3.6
MODERN LANGUAGE JOURNAL,MOD LANG J,4,7,Q1,3.9,2.2,43,6414,EDUCATION & EDUCATIONAL RESEARCH|LINGUISTICS,4.7
JOURNAL OF DERMATOLOGICAL SCIENCE,J DERMATOL SCI,4,4.5,Q1,3.9,0.6,52,6438,DERMATOLOGY,3.8
HUMAN GENE THERAPY,HUM GENE THER,4,4.1,Q2,3.9,1.2,64,6547,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY|GENETICS & HEREDITY|MEDICINE, RESEARCH & EXPERIMENTAL",3.9
Nurse Education in Practice,NURSE EDUC PRACT,4,4.2,Q1,3.5,0.5,271,6778,NURSING,3.3
Journal of Infection and Public Health,J INFECT PUBLIC HEAL,4,4.1,Q1,3.9,0.8,227,6961,"INFECTIOUS DISEASES|PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",4.7
METALS AND MATERIALS INTERNATIONAL,MET MATER INT,4,3.5,Q2,3.2,1,256,7292,"MATERIALS SCIENCE, MULTIDISCIPLINARY|METALLURGY & METALLURGICAL ENGINEERING",3.3
JOURNAL OF GEODESY,J GEODESY,4,4.6,Q1,3.5,0.7,98,7556,GEOCHEMISTRY & GEOPHYSICS,3.9
JOURNAL OF GEODESY,J GEODESY,4,4.6,Q2,3.5,0.7,98,7556,REMOTE SENSING,3.9
JOURNAL OF SUBSTANCE ABUSE TREATMENT,J SUBST ABUSE TREAT,4,4,Q1,4,N/A,0,7620,"PSYCHOLOGY, CLINICAL|SUBSTANCE ABUSE",3.7
Journal of the Academy of Nutrition and Dietetics,J ACAD NUTR DIET,4,4.6,Q2,3.8,1.1,95,8322,NUTRITION & DIETETICS,3.5
ACCOUNTING ORGANIZATIONS AND SOCIETY,ACCOUNT ORG SOC,4,5.2,Q1,3.7,1,45,8384,"BUSINESS, FINANCE",3.6
JOURNAL OF NEURAL TRANSMISSION,J NEURAL TRANSM,4,3.7,Q2,3.7,0.7,88,8517,CLINICAL NEUROLOGY|NEUROSCIENCES,3.2
JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH,J ARTIF INTELL RES,4,4.6,Q2,3.9,0.7,100,8956,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",4.5
Journal of Nutrition Health & Aging,J NUTR HEALTH AGING,4,5.1,Q1,3.7,1.3,188,9461,GERIATRICS & GERONTOLOGY|NUTRITION & DIETETICS,4.3
JOURNAL OF ORAL REHABILITATION,J ORAL REHABIL,4,3.9,Q1,3.5,0.4,207,9611,"DENTISTRY, ORAL SURGERY & MEDICINE",3.1
Journal of Nursing Management,J NURS MANAGE,4,5.2,Q1,3.8,0.5,144,9939,NURSING,3.7
Journal of Nursing Management,J NURS MANAGE,4,5.2,Q2,3.8,0.5,144,9939,MANAGEMENT,3.7
ACS Medicinal Chemistry Letters,ACS MED CHEM LETT,4,4,Q2,3.8,0.7,245,9949,"CHEMISTRY, MEDICINAL",3.5
ADVANCES IN THERAPY,ADV THER,4,4.2,Q1,3.9,0.8,258,10245,PHARMACOLOGY & PHARMACY,3.4
ADVANCES IN THERAPY,ADV THER,4,4.2,Q2,3.9,0.8,258,10245,"MEDICINE, RESEARCH & EXPERIMENTAL",3.4
HEADACHE,HEADACHE,4,4.4,Q1,3.3,1,142,10295,CLINICAL NEUROLOGY,5.4
NEUROCHEMISTRY INTERNATIONAL,NEUROCHEM INT,4,4.1,Q2,3.9,1,168,10365,BIOCHEMISTRY & MOLECULAR BIOLOGY|NEUROSCIENCES,4.4
Pesticide Biochemistry and Physiology,PESTIC BIOCHEM PHYS,4,4.5,Q1,3.4,0.9,422,11003,ENTOMOLOGY|PHYSIOLOGY,4.2
Pesticide Biochemistry and Physiology,PESTIC BIOCHEM PHYS,4,4.5,Q2,3.4,0.9,422,11003,BIOCHEMISTRY & MOLECULAR BIOLOGY,4.2
ANTIVIRAL RESEARCH,ANTIVIR RES,4,4.3,Q1,3.8,1,194,11192,PHARMACOLOGY & PHARMACY|VIROLOGY,4.5
JOURNAL OF INTERNATIONAL ECONOMICS,J INT ECON,4,5.2,Q1,3.7,0.6,125,11240,ECONOMICS,3.8
CLINICAL PHARMACOKINETICS,CLIN PHARMACOKINET,4,4.8,Q1,3.7,0.9,90,11244,PHARMACOLOGY & PHARMACY,4.6
Environment and Planning A-Economy and Space,ENVIRON PLANN A,4,4.4,Q1,3.7,0.8,81,11477,GEOGRAPHY,4.6
Environment and Planning A-Economy and Space,ENVIRON PLANN A,4,4.4,Q2,3.7,0.8,81,11477,ENVIRONMENTAL STUDIES,4.6
DRUG METABOLISM AND DISPOSITION,DRUG METAB DISPOS,4,3.6,Q2,3.8,1.1,60,12010,PHARMACOLOGY & PHARMACY,4.4
AAPS PHARMSCITECH,AAPS PHARMSCITECH,4,3.8,Q2,3.8,0.8,217,12421,PHARMACOLOGY & PHARMACY,3.4
MICROBIAL ECOLOGY,MICROB ECOL,4,4,Q1,3.9,0.9,167,13199,MARINE & FRESHWATER BIOLOGY,3.3
MICROBIAL ECOLOGY,MICROB ECOL,4,4,Q2,3.9,0.9,167,13199,ECOLOGY|MICROBIOLOGY,3.3
JOURNAL OF PAIN,J PAIN,4,4.8,Q1,3.6,1.1,266,13498,CLINICAL NEUROLOGY|NEUROSCIENCES,4
GLOBAL AND PLANETARY CHANGE,GLOBAL PLANET CHANGE,4,4.4,Q1,3.7,0.8,245,14562,"GEOGRAPHY, PHYSICAL|GEOSCIENCES, MULTIDISCIPLINARY",4
POLYMER BULLETIN,POLYM BULL,4,3.7,Q2,3.8,0.9,421,15071,POLYMER SCIENCE,3.1
STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,STRUCT MULTIDISCIP O,4,4.4,Q1,3.7,0.8,210,16637,"ENGINEERING, MULTIDISCIPLINARY|MECHANICS",3.6
STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,STRUCT MULTIDISCIP O,4,4.4,Q2,3.7,0.8,210,16637,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",3.6
JOURNAL OF GEOPHYSICAL RESEARCH-PLANETS,J GEOPHYS RES-PLANET,4,4.4,Q1,3.1,0.8,251,18361,GEOCHEMISTRY & GEOPHYSICS,3.9
OPTICAL AND QUANTUM ELECTRONICS,OPT QUANT ELECTRON,4,3.4,Q2,3.1,2.1,1461,18454,"ENGINEERING, ELECTRICAL & ELECTRONIC|OPTICS",3.3
OPTICAL AND QUANTUM ELECTRONICS,OPT QUANT ELECTRON,4,3.4,Q3,3.1,2.1,1461,18454,QUANTUM SCIENCE & TECHNOLOGY,3.3
Frontiers in Molecular Biosciences,FRONT MOL BIOSCI,4,4.5,Q2,3.9,0.8,342,19525,BIOCHEMISTRY & MOLECULAR BIOLOGY,3.9
PROCESS BIOCHEMISTRY,PROCESS BIOCHEM,4,4.2,Q2,3.9,0.9,320,20096,"BIOCHEMISTRY & MOLECULAR BIOLOGY|BIOTECHNOLOGY & APPLIED MICROBIOLOGY|ENGINEERING, CHEMICAL",3.7
Journal of Fungi,J FUNGI,4,4.5,Q1,3.6,0.7,760,20375,MYCOLOGY,4.2
Journal of Fungi,J FUNGI,4,4.5,Q2,3.6,0.7,760,20375,MICROBIOLOGY,4.2
PLANT AND CELL PHYSIOLOGY,PLANT CELL PHYSIOL,4,4.7,Q1,3.7,1.2,122,21087,PLANT SCIENCES,3.9
PLANT AND CELL PHYSIOLOGY,PLANT CELL PHYSIOL,4,4.7,Q2,3.7,1.2,122,21087,CELL BIOLOGY,3.9
NUCLEAR FUSION,NUCL FUSION,4,3.8,Q1,2.4,1.3,565,21956,"PHYSICS, FLUIDS & PLASMAS",3.5
Frontiers in Cellular Neuroscience,FRONT CELL NEUROSCI,4,4.9,Q1,3.9,0.8,215,23162,NEUROSCIENCES,4.2
Journal of Functional Foods,J FUNCT FOODS,4,4.9,Q2,3.8,0.7,635,25707,FOOD SCIENCE & TECHNOLOGY|NUTRITION & DIETETICS,3.8
ADVANCED SYNTHESIS & CATALYSIS,ADV SYNTH CATAL,4,4.3,Q1,3.7,1.1,563,25974,"CHEMISTRY, ORGANIC",4.4
ADVANCED SYNTHESIS & CATALYSIS,ADV SYNTH CATAL,4,4.3,Q2,3.7,1.1,563,25974,"CHEMISTRY, APPLIED",4.4
Toxins,TOXINS,4,4.5,Q1,3.5,0.8,431,27037,TOXICOLOGY,3.9
Toxins,TOXINS,4,4.5,Q2,3.5,0.8,431,27037,FOOD SCIENCE & TECHNOLOGY,3.9
ENVIRONMENTAL MICROBIOLOGY,ENVIRON MICROBIOL,4,4.8,Q2,3.9,0.8,138,28425,MICROBIOLOGY,4.3
AICHE JOURNAL,AICHE J,4,3.8,Q2,3.6,1,357,28793,"ENGINEERING, CHEMICAL",3.5
JOURNAL OF NEUROCHEMISTRY,J NEUROCHEM,4,4.6,Q2,3.7,0.8,159,29715,BIOCHEMISTRY & MOLECULAR BIOLOGY|NEUROSCIENCES,4.2
Journal of Econometrics,J ECONOMETRICS,4,7.8,Q1,3.7,1.2,179,30272,"ECONOMICS|MATHEMATICS, INTERDISCIPLINARY APPLICATIONS|SOCIAL SCIENCES, MATHEMATICAL METHODS",9.9
Catalysts,CATALYSTS,4,4,Q2,3.8,0.8,769,33950,"CHEMISTRY, PHYSICAL",3.8
JOURNAL OF CELLULAR PHYSIOLOGY,J CELL PHYSIOL,4,4.9,Q1,3.9,0.9,181,35977,PHYSIOLOGY,4.5
JOURNAL OF CELLULAR PHYSIOLOGY,J CELL PHYSIOL,4,4.9,Q2,3.9,0.9,181,35977,CELL BIOLOGY,4.5
JOURNAL OF CHROMATOGRAPHY A,J CHROMATOGR A,4,3.6,Q2,3.3,0.9,790,49514,"BIOCHEMICAL RESEARCH METHODS|CHEMISTRY, ANALYTICAL",3.8
JOURNAL OF CLIMATE,J CLIMATE,4,4.9,Q1,3.5,1.2,375,59410,METEOROLOGY & ATMOSPHERIC SCIENCES,4.8
JOURNAL OF NEUROSCIENCE,J NEUROSCI,4,5,Q1,3.9,0.9,596,134858,NEUROSCIENCES,4.4
Metabolism and Target Organ Damage,METAB TARGET ORGAN D,3.9,3.6,Q2,2.7,0.9,16,173,ENDOCRINOLOGY & METABOLISM,NA
Romanian Journal of Information Science and Technology,ROM J INF SCI TECH,3.9,2.2,Q2,3.5,1.5,27,442,"COMPUTER SCIENCE, THEORY & METHODS",3.7
Romanian Journal of Information Science and Technology,ROM J INF SCI TECH,3.9,2.2,Q3,3.5,1.5,27,442,"INSTRUMENTS & INSTRUMENTATION|PHYSICS, APPLIED",3.7
Foundations and Trends in Communications and Information Theory,FOUND TRENDS COMMUN,3.9,4.2,Q2,3.8,1.3,4,506,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",NA
Cleaner Waste Systems,CLEAN WASTE SYST,3.9,3.9,Q2,3.8,1.2,62,561,ENVIRONMENTAL SCIENCES,NA
Cleaner Waste Systems,CLEAN WASTE SYST,3.9,3.9,Q3,3.8,1.2,62,561,"ENGINEERING, ENVIRONMENTAL",NA
Energetic Materials Frontiers,ENERG MATER FRONT,3.9,4.4,Q2,3.7,1.6,34,605,"CHEMISTRY, MULTIDISCIPLINARY",3.3
Visual Informatics,VIS INFORM,3.9,3.3,Q2,3.7,1,30,628,"COMPUTER SCIENCE, INFORMATION SYSTEMS|COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS|COMPUTER SCIENCE, SOFTWARE ENGINEERING",3.8
Journal of Finance and Data Science,J FINANCE DATA SCI,3.9,N/A,N/A,3.8,0.6,19,642,"BUSINESS, FINANCE|ECONOMICS",NA
Journal of Psychopathology and Clinical Science,J PSYCHOPATHOL CLIN,3.9,N/A,N/A,3.7,1.1,65,797,"PSYCHIATRY|PSYCHOLOGY, CLINICAL",3.1
European Journal of Tourism Research,EUR J TOUR RES,3.9,3,Q2,3.6,0.8,48,911,"HOSPITALITY, LEISURE, SPORT & TOURISM",2.9
International Journal of Quality and Service Sciences,INT J QUAL SERV SCI,3.9,3.3,Q2,3.4,0.8,24,943,MANAGEMENT,3.4
Contemporary Social Science,CONTEMP SOC SCI,3.9,2.6,Q1,1.9,2.5,36,948,"SOCIAL SCIENCES, INTERDISCIPLINARY",NA
Journal of Global Responsibility,J GLOB RESPONSIB,3.9,3.7,Q2,3.7,0.9,33,953,MANAGEMENT,3
Frontiers in Bioinformatics,FRONT BIOINFORM,3.9,3.5,Q1,3.8,0.6,68,1025,MATHEMATICAL & COMPUTATIONAL BIOLOGY,2.8
JOR Spine,JOR SPINE,3.9,4.6,Q1,3.4,0.7,66,1172,ORTHOPEDICS,3.4
Microbial Cell,MICROB CELL,3.9,5.3,Q1,3.8,0.5,25,1178,MICROBIOLOGY,4.1
Microbial Cell,MICROB CELL,3.9,5.3,Q2,3.8,0.5,25,1178,CELL BIOLOGY,4.1
IEEE Open Journal of Power Electronics,IEEE OPEN J POWER EL,3.9,5.1,Q1,3.6,0.8,126,1221,"ENGINEERING, ELECTRICAL & ELECTRONIC",5
IEEE Transactions on Sustainable Computing,IEEE T SUST COMPUT,3.9,3.5,Q2,3.5,2.1,69,1231,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE|COMPUTER SCIENCE, INFORMATION SYSTEMS|TELECOMMUNICATIONS",3
Carbon Trends,CARBON TRENDS,3.9,3.8,Q2,3.8,0.9,119,1264,"MATERIALS SCIENCE, MULTIDISCIPLINARY",3.1
Dental and Medical Problems,DENT MED PROBL,3.9,2.9,Q1,3.5,0.7,87,1279,"MEDICINE, GENERAL & INTERNAL",2.7
Dental and Medical Problems,DENT MED PROBL,3.9,2.9,Q2,3.5,0.7,87,1279,"DENTISTRY, ORAL SURGERY & MEDICINE",2.7
EuroMed Journal of Business,EUROMED J BUS,3.9,4.6,Q2,3.3,0.7,61,1291,BUSINESS,3.8
Journal of Network and Systems Management,J NETW SYST MANAG,3.9,3.2,Q2,3.6,1,97,1293,"COMPUTER SCIENCE, INFORMATION SYSTEMS|TELECOMMUNICATIONS",4.1
INFORMATION SYSTEMS MANAGEMENT,INFORM SYST MANAGE,3.9,4.6,Q1,3.8,0.4,19,1368,"COMPUTER SCIENCE, INFORMATION SYSTEMS",3
LAB ANIMAL,LAB ANIMAL,3.9,5.6,Q1,3.7,0.9,21,1369,VETERINARY SCIENCES,5.9
Interdisciplinary Sciences-Computational Life Sciences,INTERDISCIP SCI,3.9,3.3,Q2,3.7,0.7,81,1456,MATHEMATICAL & COMPUTATIONAL BIOLOGY,3.9
RSF-The Russell Sage Journal of the Social Sciences,RSF-RUS SAGE J SOC S,3.9,4.1,Q1,3.8,3.9,44,1478,"SOCIAL SCIENCES, INTERDISCIPLINARY",3.9
INTERNATIONAL JOURNAL OF MODELLING AND SIMULATION,INT J MODEL SIMUL,3.9,3.1,Q1,3.5,1.6,150,1491,"ENGINEERING, MULTIDISCIPLINARY|MATHEMATICS, INTERDISCIPLINARY APPLICATIONS",3.1
Anthropocene,ANTHROPOCENE,3.9,3.8,Q2,3.8,1.5,32,1545,"ENVIRONMENTAL SCIENCES|GEOGRAPHY, PHYSICAL|GEOSCIENCES, MULTIDISCIPLINARY",3.3
ENVIRONMENT,ENVIRONMENT,3.9,4.9,Q2,3.8,0.3,21,1562,ENVIRONMENTAL SCIENCES|ENVIRONMENTAL STUDIES,5
Intestinal Research,INTEST RES,3.9,3.6,Q2,3.5,0.6,43,1599,GASTROENTEROLOGY & HEPATOLOGY,3.4
JOURNAL OF ENGINEERING AND TECHNOLOGY MANAGEMENT,J ENG TECHNOL MANAGE,3.9,4.3,Q2,3.5,0.6,35,1729,"BUSINESS|ENGINEERING, INDUSTRIAL|MANAGEMENT",3.7
Environmental Policy and Governance,ENVIRON POLICY GOV,3.9,3.9,Q2,3.7,0.5,49,1804,ENVIRONMENTAL STUDIES,3
Current Epidemiology Reports,CURR EPIDEMIOL REP,3.9,4.3,Q1,3.9,0.2,2,1825,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",3
Enterprise Information Systems,ENTERP INF SYST-UK,3.9,3.9,Q2,3.1,0.9,46,1835,"COMPUTER SCIENCE, INFORMATION SYSTEMS",4.4
HUMAN RESOURCE DEVELOPMENT INTERNATIONAL,HUM RESOUR DEV INT,3.9,4.4,Q2,3.6,0.7,49,1847,MANAGEMENT,3.8
Journal of Obesity,J OBES,3.9,4,Q2,3.9,0.2,13,1899,ENDOCRINOLOGY & METABOLISM,3.8
VIRGINIA LAW REVIEW,VA LAW REV,3.9,3,Q1,3.6,0.9,26,1979,LAW,2.4
Journal of Global Information Management,J GLOB INF MANAG,3.9,3.4,Q1,2.7,0.9,78,1990,INFORMATION SCIENCE & LIBRARY SCIENCE,4.5
Movement Ecology,MOV ECOL,3.9,4.5,Q1,3.5,0.8,78,2032,ECOLOGY,3.4
JOURNAL OF CUTANEOUS MEDICINE AND SURGERY,J CUTAN MED SURG,3.9,3.1,Q2,3.7,0.4,83,2066,DERMATOLOGY,3.1
Computational Condensed Matter,COMPUT CONDENS MATTE,3.9,3.4,Q2,3.7,1.5,110,2091,"PHYSICS, CONDENSED MATTER",2.6
Annals of Laboratory Medicine,ANN LAB MED,3.9,3.8,Q1,3.4,1.5,58,2112,MEDICAL LABORATORY TECHNOLOGY,4
ARCHIVUM IMMUNOLOGIAE ET THERAPIAE EXPERIMENTALIS,ARCH IMMUNOL THER EX,3.9,3.6,Q2,3.8,0.5,15,2166,IMMUNOLOGY,2.9
Journal of Cell Communication and Signaling,J CELL COMMUN SIGNAL,3.9,4.1,Q2,3.9,0.7,25,2195,CELL BIOLOGY,3.6
International Journal of Naval Architecture and Ocean Engineering,INT J NAV ARCH OCEAN,3.9,3.2,Q1,3.1,1.3,60,2346,"ENGINEERING, MARINE",NA
Technological and Economic Development of Economy,TECHNOL ECON DEV ECO,3.9,3.8,Q1,3.5,0.6,90,2453,ECONOMICS,4.8
HEMATOLOGICAL ONCOLOGY,HEMATOL ONCOL,3.9,3.5,Q2,3.8,0.7,43,2507,HEMATOLOGY|ONCOLOGY,3.3
Perspectives on Medical Education,PERSPECT MED EDUC,3.9,5.9,Q1,3.7,1.2,63,2535,"EDUCATION, SCIENTIFIC DISCIPLINES|HEALTH CARE SCIENCES & SERVICES",4.8
NEUROMOLECULAR MEDICINE,NEUROMOL MED,3.9,4.2,Q2,3.8,0.5,44,2555,NEUROSCIENCES,3.3
INTERNATIONAL JOURNAL OF DAMAGE MECHANICS,INT J DAMAGE MECH,3.9,3.6,Q1,2.8,0.4,68,2569,MECHANICS,4
INTERNATIONAL JOURNAL OF DAMAGE MECHANICS,INT J DAMAGE MECH,3.9,3.6,Q2,2.8,0.4,68,2569,"MATERIALS SCIENCE, MULTIDISCIPLINARY",4
Advanced Photonics Research,ADV PHOTON RES,3.9,3.9,Q2,3.8,0.6,141,2629,"MATERIALS SCIENCE, MULTIDISCIPLINARY|OPTICS",3.7
REVIEWS ON ADVANCED MATERIALS SCIENCE,REV ADV MATER SCI,3.9,3.8,Q2,3.7,1.2,86,2677,"MATERIALS SCIENCE, MULTIDISCIPLINARY",3.6
REVIEWS ON ADVANCED MATERIALS SCIENCE,REV ADV MATER SCI,3.9,3.8,Q3,3.7,1.2,86,2677,NANOSCIENCE & NANOTECHNOLOGY,3.6
Retrovirology,RETROVIROLOGY,3.9,3.2,Q2,3.8,0.9,12,2691,VIROLOGY,2.7
Ecological Processes,ECOL PROCESS,3.9,5.4,Q1,3.7,1,84,2763,ECOLOGY,4.6
Ecological Processes,ECOL PROCESS,3.9,5.4,Q2,3.7,1,84,2763,ENVIRONMENTAL SCIENCES,4.6
Cognitive Neurodynamics,COGN NEURODYNAMICS,3.9,3.7,Q2,3.6,0.7,120,2790,NEUROSCIENCES,3.1
Fibers,FIBERS,3.9,4.1,Q2,3.8,0.9,99,2815,"MATERIALS SCIENCE, MULTIDISCIPLINARY",4
Journal of Zhejiang University-SCIENCE A,J ZHEJIANG UNIV-SC A,3.9,3.3,Q1,3.7,2,57,2940,"ENGINEERING, MULTIDISCIPLINARY",3.3
Journal of Zhejiang University-SCIENCE A,J ZHEJIANG UNIV-SC A,3.9,3.3,Q2,3.7,2,57,2940,"PHYSICS, APPLIED",3.3
JOURNAL OF THE LEARNING SCIENCES,J LEARN SCI,3.9,5.8,Q1,3.8,1.6,21,3010,"EDUCATION & EDUCATIONAL RESEARCH|PSYCHOLOGY, EDUCATIONAL",3
GASTROENTEROLOGY CLINICS OF NORTH AMERICA,GASTROENTEROL CLIN N,3.9,4.4,Q1,3.9,0.4,44,3021,GASTROENTEROLOGY & HEPATOLOGY,2.9
YALE JOURNAL OF BIOLOGY AND MEDICINE,YALE J BIOL MED,3.9,4,Q1,3.9,0.5,21,3220,BIOLOGY,2.5
Psychology of Sexual Orientation and Gender Diversity,PSYCHOL SEX ORIENTAT,3.9,4.8,Q1,3.4,0.6,83,3221,"PSYCHOLOGY|PSYCHOLOGY, MULTIDISCIPLINARY",3.6
Journal of Plant Ecology,J PLANT ECOL,3.9,2.9,Q1,3.4,0.7,99,3267,FORESTRY,3
Journal of Plant Ecology,J PLANT ECOL,3.9,2.9,Q2,3.4,0.7,99,3267,ECOLOGY|PLANT SCIENCES,3
European Journal of Cardiovascular Nursing,EUR J CARDIOVASC NUR,3.9,3.7,Q1,3.2,1.6,67,3373,CARDIAC & CARDIOVASCULAR SYSTEMS|NURSING,2.9
International Journal of Sustainable Transportation,INT J SUSTAIN TRANSP,3.9,5,Q2,3.7,0.3,63,3424,ENVIRONMENTAL STUDIES|TRANSPORTATION,3.1
International Journal of Sustainable Transportation,INT J SUSTAIN TRANSP,3.9,5,Q3,3.7,0.3,63,3424,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,3.1
Journal of the International Society of Sports Nutrition,J INT SOC SPORT NUTR,3.9,5.2,Q1,3.6,0.9,55,3609,NUTRITION & DIETETICS|SPORT SCIENCES,4.5
LUNG,LUNG,3.9,4.2,Q1,3.3,0.7,65,3791,RESPIRATORY SYSTEM,4.6
Current Reviews in Musculoskeletal Medicine,CURR REV MUSCULOSKE,3.9,5,Q1,3.8,0.4,0,3821,ORTHOPEDICS,2.9
CLINICS IN GERIATRIC MEDICINE,CLIN GERIATR MED,3.9,5,Q1,3.8,0.5,43,4092,GERIATRICS & GERONTOLOGY,3.1
Heritage Science,HERIT SCI,3.9,3.6,N/A,2.9,1,387,4162,"HUMANITIES, MULTIDISCIPLINARY",2.6
Heritage Science,HERIT SCI,3.9,3.6,Q1,2.9,1,387,4162,SPECTROSCOPY,2.6
Heritage Science,HERIT SCI,3.9,3.6,Q2,2.9,1,387,4162,"CHEMISTRY, ANALYTICAL|MATERIALS SCIENCE, MULTIDISCIPLINARY",2.6
Current Rheumatology Reports,CURR RHEUMATOL REP,3.9,5,Q1,3.8,1.1,1,4322,RHEUMATOLOGY,5.7
PSYCHOTHERAPY,PSYCHOTHERAPY,3.9,3.7,Q1,3.7,0.2,35,4415,"PSYCHOLOGY, CLINICAL",2.6
JOURNAL OF MULTILINGUAL AND MULTICULTURAL DEVELOPMENT,J MULTILING MULTICUL,3.9,3.7,N/A,3.5,0.8,226,4459,LANGUAGE & LINGUISTICS,2.7
JOURNAL OF MULTILINGUAL AND MULTICULTURAL DEVELOPMENT,J MULTILING MULTICUL,3.9,3.7,Q1,3.5,0.8,226,4459,LINGUISTICS,2.7
