Journal name,JCR Abbreviation,2023 JIF,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,Total Articles,Total Citations,Category
JOURNAL OF POROUS MATERIALS,J POROUS MAT,2.5,2.5,Q2,2.5,0.7,121,4517,"CHEMISTRY, APPLIED"
JOURNAL OF POROUS MATERIALS,J POROUS MAT,2.5,2.5,Q3,2.5,0.7,121,4517,"CHEMISTRY, PHYSICAL|MATERIALS SCIENCE, MULTIDISCIPLINARY"
Physica Status Solidi-Rapid Research Letters,PHYS STATUS SOLIDI-R,2.5,2.5,Q3,2.4,0.5,207,4595,"MATERIALS SCIENCE, MULTIDISCIPLINARY|PHYSICS, APPLIED|PHYSICS, CONDENSED MATTER"
COGNITIVE AFFECTIVE & BEHAVIORAL NEUROSCIENCE,COGN AFFECT BEHAV NE,2.5,3.2,Q1,2.4,0.9,79,4606,BEHAVIORAL SCIENCES
COGNITIVE AFFECTIVE & BEHAVIORAL NEUROSCIENCE,COGN AFFECT BEHAV NE,2.5,3.2,Q2,2.4,0.9,79,4606,NEUROSCIENCES
Universe,UNIVERSE-BASEL,2.5,2.3,Q2,2.3,0.8,434,4609,"ASTRONOMY & ASTROPHYSICS|PHYSICS, PARTICLES & FIELDS"
POLITICAL STUDIES,POLIT STUD-LONDON,2.5,3.2,Q1,2.4,0.4,47,4664,POLITICAL SCIENCE
EXPERIMENTAL HEMATOLOGY,EXP HEMATOL,2.5,2.6,Q2,2.4,0.6,49,4702,HEMATOLOGY
EXPERIMENTAL HEMATOLOGY,EXP HEMATOL,2.5,2.6,Q3,2.4,0.6,49,4702,"MEDICINE, RESEARCH & EXPERIMENTAL"
KNOWLEDGE AND INFORMATION SYSTEMS,KNOWL INF SYST,2.5,2.6,Q2,2.3,0.5,193,4707,"COMPUTER SCIENCE, INFORMATION SYSTEMS"
KNOWLEDGE AND INFORMATION SYSTEMS,KNOWL INF SYST,2.5,2.6,Q3,2.3,0.5,193,4707,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"
WATER ENVIRONMENT RESEARCH,WATER ENVIRON RES,2.5,2.8,Q1,2.3,0.4,118,4762,LIMNOLOGY
WATER ENVIRONMENT RESEARCH,WATER ENVIRON RES,2.5,2.8,Q2,2.3,0.4,118,4762,WATER RESOURCES
WATER ENVIRONMENT RESEARCH,WATER ENVIRON RES,2.5,2.8,Q3,2.3,0.4,118,4762,"ENGINEERING, ENVIRONMENTAL|ENVIRONMENTAL SCIENCES"
URBAN ECOSYSTEMS,URBAN ECOSYST,2.5,3.3,Q2,2.2,0.4,163,4785,BIODIVERSITY CONSERVATION|ECOLOGY
INTERNATIONAL JOURNAL OF INDUSTRIAL ERGONOMICS,INT J IND ERGONOM,2.5,2.9,Q2,2.2,0.5,79,4923,"ENGINEERING, INDUSTRIAL|ERGONOMICS"
ANNALS OF FOREST SCIENCE,ANN FOREST SCI,2.5,3.3,Q1,2.4,0.5,42,4924,FORESTRY
NEUROSURGICAL REVIEW,NEUROSURG REV,2.5,2.8,Q2,2.4,0.4,176,4993,CLINICAL NEUROLOGY|SURGERY
PSYCHOLOGY OF WOMEN QUARTERLY,PSYCHOL WOMEN QUART,2.5,4.9,Q1,2.3,0.5,32,5033,"PSYCHOLOGY, MULTIDISCIPLINARY|WOMENS STUDIES"
IMMUNOBIOLOGY,IMMUNOBIOLOGY,2.5,2.7,Q3,2.5,0.7,124,5036,IMMUNOLOGY
RESEARCH IN MICROBIOLOGY,RES MICROBIOL,2.5,3.3,Q3,2.4,1.1,66,5057,MICROBIOLOGY
INTERNATIONAL JOURNAL OF SOCIAL PSYCHIATRY,INT J SOC PSYCHIATR,2.5,4.6,Q1,2.4,0.8,143,5102,PSYCHIATRY
AMERICAN JOURNAL OF MANAGED CARE,AM J MANAG CARE,2.5,2.8,Q1,2.4,0.3,125,5128,"MEDICINE, GENERAL & INTERNAL"
AMERICAN JOURNAL OF MANAGED CARE,AM J MANAG CARE,2.5,2.8,Q2,2.4,0.3,125,5128,HEALTH CARE SCIENCES & SERVICES|HEALTH POLICY & SERVICES
CYTOMETRY PART A,CYTOM PART A,2.5,3.7,Q2,2.1,0.4,70,5156,BIOCHEMICAL RESEARCH METHODS
CYTOMETRY PART A,CYTOM PART A,2.5,3.7,Q3,2.1,0.4,70,5156,CELL BIOLOGY
ANAEROBE,ANAEROBE,2.5,2.6,Q3,2.3,0.5,73,5235,MICROBIOLOGY
JOURNAL OF EARTHQUAKE ENGINEERING,J EARTHQ ENG,2.5,2.9,Q2,2.3,0.7,131,5309,"ENGINEERING, CIVIL|ENGINEERING, GEOLOGICAL|GEOSCIENCES, MULTIDISCIPLINARY"
VADOSE ZONE JOURNAL,VADOSE ZONE J,2.5,3.3,Q2,2.4,0.4,45,5312,ENVIRONMENTAL SCIENCES|SOIL SCIENCE|WATER RESOURCES
Future Microbiology,FUTURE MICROBIOL,2.5,2.9,Q3,2.4,0.3,88,5329,MICROBIOLOGY
MEMORIAS DO INSTITUTO OSWALDO CRUZ,MEM I OSWALDO CRUZ,2.5,2.2,Q2,2.4,0.3,41,5374,PARASITOLOGY|TROPICAL MEDICINE
INTERNATIONAL ARCHIVES OF ALLERGY AND IMMUNOLOGY,INT ARCH ALLERGY IMM,2.5,2.6,Q3,2.4,0.5,110,5444,ALLERGY|IMMUNOLOGY
AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,AQUAT CONSERV,2.5,2.8,Q1,2.3,0.4,123,5730,MARINE & FRESHWATER BIOLOGY
AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,AQUAT CONSERV,2.5,2.8,Q2,2.3,0.4,123,5730,WATER RESOURCES
AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,AQUAT CONSERV,2.5,2.8,Q3,2.3,0.4,123,5730,ENVIRONMENTAL SCIENCES
JOURNAL OF ECONOMIC PSYCHOLOGY,J ECON PSYCHOL,2.5,3.1,Q1,1.7,0.8,54,5801,ECONOMICS
JOURNAL OF ECONOMIC PSYCHOLOGY,J ECON PSYCHOL,2.5,3.1,Q2,1.7,0.8,54,5801,"PSYCHOLOGY, MULTIDISCIPLINARY"
JOURNAL OF REHABILITATION MEDICINE,J REHABIL MED,2.5,2.9,Q1,2.4,0.4,70,5823,REHABILITATION
JOURNAL OF REHABILITATION MEDICINE,J REHABIL MED,2.5,2.9,Q2,2.4,0.4,70,5823,SPORT SCIENCES
INTERNATIONAL JOURNAL OF CONTROL AUTOMATION AND SYSTEMS,INT J CONTROL AUTOM,2.5,2.5,Q2,2.1,0.8,331,5898,AUTOMATION & CONTROL SYSTEMS
PROTOPLASMA,PROTOPLASMA,2.5,3.1,Q2,2.3,0.5,73,5982,PLANT SCIENCES
PROTOPLASMA,PROTOPLASMA,2.5,3.1,Q3,2.3,0.5,73,5982,CELL BIOLOGY
FISH PHYSIOLOGY AND BIOCHEMISTRY,FISH PHYSIOL BIOCHEM,2.5,2.7,Q1,2.4,0.4,117,5988,FISHERIES
FISH PHYSIOLOGY AND BIOCHEMISTRY,FISH PHYSIOL BIOCHEM,2.5,2.7,Q2,2.4,0.4,117,5988,PHYSIOLOGY
FISH PHYSIOLOGY AND BIOCHEMISTRY,FISH PHYSIOL BIOCHEM,2.5,2.7,Q3,2.4,0.4,117,5988,BIOCHEMISTRY & MOLECULAR BIOLOGY
INTERNATIONAL JOURNAL OF THERMOPHYSICS,INT J THERMOPHYS,2.5,2.3,Q2,2.1,0.8,172,6223,MECHANICS|THERMODYNAMICS
INTERNATIONAL JOURNAL OF THERMOPHYSICS,INT J THERMOPHYS,2.5,2.3,Q3,2.1,0.8,172,6223,"CHEMISTRY, PHYSICAL|PHYSICS, APPLIED"
Aerosol and Air Quality Research,AEROSOL AIR QUAL RES,2.5,2.8,Q3,2.2,0.6,126,6312,ENVIRONMENTAL SCIENCES
AMERICAN JOURNAL OF REPRODUCTIVE IMMUNOLOGY,AM J REPROD IMMUNOL,2.5,3.2,Q2,2.2,0.3,83,6354,REPRODUCTIVE BIOLOGY
AMERICAN JOURNAL OF REPRODUCTIVE IMMUNOLOGY,AM J REPROD IMMUNOL,2.5,3.2,Q3,2.2,0.3,83,6354,IMMUNOLOGY
JOURNAL OF MICROELECTROMECHANICAL SYSTEMS,J MICROELECTROMECH S,2.5,2.6,Q2,2.3,0.4,78,6520,"ENGINEERING, ELECTRICAL & ELECTRONIC|INSTRUMENTS & INSTRUMENTATION|PHYSICS, APPLIED"
JOURNAL OF MICROELECTROMECHANICAL SYSTEMS,J MICROELECTROMECH S,2.5,2.6,Q3,2.3,0.4,78,6520,NANOSCIENCE & NANOTECHNOLOGY
EXPERT OPINION ON PHARMACOTHERAPY,EXPERT OPIN PHARMACO,2.5,3.3,Q2,2.4,0.8,41,6538,PHARMACOLOGY & PHARMACY
IEEE Journal of Photovoltaics,IEEE J PHOTOVOLT,2.5,3.1,Q2,2.3,0.7,130,6628,"PHYSICS, APPLIED"
IEEE Journal of Photovoltaics,IEEE J PHOTOVOLT,2.5,3.1,Q3,2.3,0.7,130,6628,"ENERGY & FUELS|MATERIALS SCIENCE, MULTIDISCIPLINARY"
STEM CELLS AND DEVELOPMENT,STEM CELLS DEV,2.5,4.4,Q1,2.4,0.4,57,6889,HEMATOLOGY|TRANSPLANTATION
STEM CELLS AND DEVELOPMENT,STEM CELLS DEV,2.5,4.4,Q2,2.4,0.4,57,6889,"CELL & TISSUE ENGINEERING|MEDICINE, RESEARCH & EXPERIMENTAL"
ANNALS OF THE AMERICAN ACADEMY OF POLITICAL AND SOCIAL SCIENCE,ANN AM ACAD POLIT SS,2.5,3.2,Q1,2.4,0.6,56,6898,"POLITICAL SCIENCE|SOCIAL SCIENCES, INTERDISCIPLINARY"
Journal of Pain Research,J PAIN RES,2.5,2.8,Q2,2.4,0.5,267,7049,CLINICAL NEUROLOGY
BIOTECHNOLOGY PROGRESS,BIOTECHNOL PROGR,2.5,2.6,Q3,2.4,0.6,75,7262,BIOTECHNOLOGY & APPLIED MICROBIOLOGY|FOOD SCIENCE & TECHNOLOGY
BIOCHIMICA ET BIOPHYSICA ACTA-PROTEINS AND PROTEOMICS,BBA-PROTEINS PROTEOM,2.5,2.8,Q2,2.5,0.8,45,7434,BIOPHYSICS
BIOCHIMICA ET BIOPHYSICA ACTA-PROTEINS AND PROTEOMICS,BBA-PROTEINS PROTEOM,2.5,2.8,Q3,2.5,0.8,45,7434,BIOCHEMISTRY & MOLECULAR BIOLOGY
JOURNAL OF HEALTH PSYCHOLOGY,J HEALTH PSYCHOL,2.5,2.9,Q2,2.5,0.4,91,7439,"PSYCHOLOGY, CLINICAL"
JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY,J MICROBIOL BIOTECHN,2.5,2.7,Q3,2.4,0.6,165,7521,BIOTECHNOLOGY & APPLIED MICROBIOLOGY|MICROBIOLOGY
JOURNAL OF VOICE,J VOICE,2.5,2.2,Q2,2.3,1.3,229,7629,AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY|OTORHINOLARYNGOLOGY
Education Sciences,EDUC SCI,2.5,2.6,Q1,2.1,0.7,1107,7877,EDUCATION & EDUCATIONAL RESEARCH
INTERNATIONAL JOURNAL OF COLORECTAL DISEASE,INT J COLORECTAL DIS,2.5,2.7,Q2,2.4,0.5,208,7996,SURGERY
INTERNATIONAL JOURNAL OF COLORECTAL DISEASE,INT J COLORECTAL DIS,2.5,2.7,Q3,2.4,0.5,208,7996,GASTROENTEROLOGY & HEPATOLOGY
RADIATION RESEARCH,RADIAT RES,2.5,2.7,Q2,2.2,0.8,94,8176,"BIOLOGY|RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING"
RADIATION RESEARCH,RADIAT RES,2.5,2.7,Q3,2.2,0.8,94,8176,BIOPHYSICS
World Journal of Surgical Oncology,WORLD J SURG ONCOL,2.5,2.8,Q2,2.4,0.4,323,8321,SURGERY
World Journal of Surgical Oncology,WORLD J SURG ONCOL,2.5,2.8,Q3,2.4,0.4,323,8321,ONCOLOGY
JOURNAL OF SUPERCOMPUTING,J SUPERCOMPUT,2.5,2.4,Q2,2.3,0.4,784,8432,"COMPUTER SCIENCE, THEORY & METHODS"
JOURNAL OF SUPERCOMPUTING,J SUPERCOMPUT,2.5,2.4,Q3,2.3,0.4,784,8432,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE|ENGINEERING, ELECTRICAL & ELECTRONIC"
Acta Orthopaedica,ACTA ORTHOP,2.5,3.6,Q1,2.3,0.7,80,8925,ORTHOPEDICS
Hormones and Behavior,HORM BEHAV,2.5,2.8,Q2,2.1,0.5,95,9087,BEHAVIORAL SCIENCES
Hormones and Behavior,HORM BEHAV,2.5,2.8,Q3,2.1,0.5,95,9087,ENDOCRINOLOGY & METABOLISM
MACROMOLECULAR CHEMISTRY AND PHYSICS,MACROMOL CHEM PHYS,2.5,2.5,Q3,2.4,0.5,209,9122,POLYMER SCIENCE
DERMATOLOGIC SURGERY,DERMATOL SURG,2.5,2.7,Q2,2.2,0.5,120,9160,DERMATOLOGY|SURGERY
CLINICAL BIOCHEMISTRY,CLIN BIOCHEM,2.5,3.2,Q2,2.4,0.7,144,9296,MEDICAL LABORATORY TECHNOLOGY
BEHAVIORAL ECOLOGY,BEHAV ECOL,2.5,2.4,Q1,2.4,1,104,9326,ZOOLOGY
BEHAVIORAL ECOLOGY,BEHAV ECOL,2.5,2.4,Q2,2.4,1,104,9326,ECOLOGY
BEHAVIORAL ECOLOGY,BEHAV ECOL,2.5,2.4,Q3,2.4,1,104,9326,BEHAVIORAL SCIENCES
INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY,INT J PSYCHOPHYSIOL,2.5,2.9,Q2,2.4,0.4,88,9422,"PHYSIOLOGY|PSYCHOLOGY|PSYCHOLOGY, BIOLOGICAL|PSYCHOLOGY, EXPERIMENTAL"
INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY,INT J PSYCHOPHYSIOL,2.5,2.9,Q3,2.4,0.4,88,9422,NEUROSCIENCES
BMC GASTROENTEROLOGY,BMC GASTROENTEROL,2.5,2.7,Q3,2.4,0.4,411,9435,GASTROENTEROLOGY & HEPATOLOGY
Physical Review Fluids,PHYS REV FLUIDS,2.5,2.7,Q2,2.3,0.8,426,9724,"PHYSICS, FLUIDS & PLASMAS"
EPIDEMIOLOGY AND INFECTION,EPIDEMIOL INFECT,2.5,2.6,Q2,2.5,0.5,167,9815,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"
EPIDEMIOLOGY AND INFECTION,EPIDEMIOL INFECT,2.5,2.6,Q3,2.5,0.5,167,9815,INFECTIOUS DISEASES
HEARING RESEARCH,HEARING RES,2.5,2.9,Q1,2.2,0.5,120,9917,AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY|OTORHINOLARYNGOLOGY
HEARING RESEARCH,HEARING RES,2.5,2.9,Q3,2.2,0.5,120,9917,NEUROSCIENCES
Neuropsychiatric Disease and Treatment,NEUROPSYCH DIS TREAT,2.5,3,Q2,2.4,0.6,170,9941,CLINICAL NEUROLOGY|PSYCHIATRY
JOURNAL OF CLINICAL PATHOLOGY,J CLIN PATHOL,2.5,2.8,Q2,2.4,0.5,109,10662,PATHOLOGY
JOURNAL OF CLINICAL PSYCHOLOGY,J CLIN PSYCHOL,2.5,3.3,Q2,2.4,0.6,131,10862,"PSYCHOLOGY, CLINICAL"
Fitoterapia,FITOTERAPIA,2.5,2.7,Q3,2.3,0.5,244,11324,"CHEMISTRY, MEDICINAL|PHARMACOLOGY & PHARMACY"
Cancer Management and Research,CANCER MANAG RES,2.5,2.8,Q3,2.5,0.5,75,11732,ONCOLOGY
VIRUS RESEARCH,VIRUS RES,2.5,3.2,Q2,2.5,0.5,219,11952,VIROLOGY
COMPUTERS & FLUIDS,COMPUT FLUIDS,2.5,2.7,Q2,2.3,0.5,238,12022,MECHANICS
COMPUTERS & FLUIDS,COMPUT FLUIDS,2.5,2.7,Q3,2.3,0.5,238,12022,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS"
ARCHIVES OF VIROLOGY,ARCH VIROL,2.5,2.2,Q3,2.3,0.8,266,12434,VIROLOGY
TRANSFUSION,TRANSFUSION,2.5,2.6,Q2,2.1,0.5,276,12801,HEMATOLOGY
Crop Protection,CROP PROT,2.5,2.8,Q1,2.4,0.4,262,12850,AGRONOMY
CURRENT PSYCHOLOGY,CURR PSYCHOL,2.5,2.6,Q2,2.3,0.5,1305,13827,"PSYCHOLOGY, MULTIDISCIPLINARY"
ANIMAL FEED SCIENCE AND TECHNOLOGY,ANIM FEED SCI TECH,2.5,2.9,Q1,2.3,0.6,185,14038,"AGRICULTURE, DAIRY & ANIMAL SCIENCE"
CELLULAR PHYSIOLOGY AND BIOCHEMISTRY,CELL PHYSIOL BIOCHEM,2.5,N/A,N/A,2.4,0.6,22,14647,CELL BIOLOGY|PHYSIOLOGY
DIGESTIVE DISEASES AND SCIENCES,DIGEST DIS SCI,2.5,2.9,Q2,2.4,0.6,250,18736,GASTROENTEROLOGY & HEPATOLOGY
Atmosphere,ATMOSPHERE-BASEL,2.5,2.6,Q3,2.1,0.7,1725,19592,ENVIRONMENTAL SCIENCES|METEOROLOGY & ATMOSPHERIC SCIENCES
STRUCTURAL EQUATION MODELING-A MULTIDISCIPLINARY JOURNAL,STRUCT EQU MODELING,2.5,5.9,Q1,2.2,0.6,62,20012,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS|SOCIAL SCIENCES, MATHEMATICAL METHODS"
JOURNAL OF CHEMICAL EDUCATION,J CHEM EDUC,2.5,2.7,Q2,1.1,0.8,564,20268,"CHEMISTRY, MULTIDISCIPLINARY|EDUCATION, SCIENTIFIC DISCIPLINES"
WATER SCIENCE AND TECHNOLOGY,WATER SCI TECHNOL,2.5,2.3,Q3,2.4,0.5,392,22215,ENVIRONMENTAL SCIENCES|WATER RESOURCES
WATER SCIENCE AND TECHNOLOGY,WATER SCI TECHNOL,2.5,2.3,Q4,2.4,0.5,392,22215,"ENGINEERING, ENVIRONMENTAL"
JOURNAL OF STRENGTH AND CONDITIONING RESEARCH,J STRENGTH COND RES,2.5,3,Q2,2.2,0.9,297,23075,SPORT SCIENCES
DEVELOPMENTAL BIOLOGY,DEV BIOL,2.5,2.6,Q2,2.4,0.4,107,23665,DEVELOPMENTAL BIOLOGY
EUROPEAN JOURNAL OF ORGANIC CHEMISTRY,EUR J ORG CHEM,2.5,2.6,Q2,2.3,0.7,521,23691,"CHEMISTRY, ORGANIC"
Oncology Letters,ONCOL LETT,2.5,2.4,Q3,2.5,0.4,430,24363,ONCOLOGY
APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING,APPL PHYS A-MATER,2.5,2.6,Q2,2.4,0.9,839,25654,"PHYSICS, APPLIED"
APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING,APPL PHYS A-MATER,2.5,2.6,Q3,2.4,0.9,839,25654,"MATERIALS SCIENCE, MULTIDISCIPLINARY"
ICARUS,ICARUS,2.5,2.8,Q2,2.1,0.7,327,26166,ASTRONOMY & ASTROPHYSICS
ORGANOMETALLICS,ORGANOMETALLICS,2.5,2.6,Q2,2.3,0.9,343,27509,"CHEMISTRY, INORGANIC & NUCLEAR|CHEMISTRY, ORGANIC"
NEUROSCIENCE LETTERS,NEUROSCI LETT,2.5,2.5,Q3,2.4,0.4,367,31352,NEUROSCIENCES
BIOORGANIC & MEDICINAL CHEMISTRY LETTERS,BIOORG MED CHEM LETT,2.5,2.4,Q2,2.4,0.5,288,34012,"CHEMISTRY, ORGANIC"
BIOORGANIC & MEDICINAL CHEMISTRY LETTERS,BIOORG MED CHEM LETT,2.5,2.4,Q3,2.4,0.5,288,34012,"CHEMISTRY, MEDICINAL"
NUCLEAR PHYSICS B,NUCL PHYS B,2.5,2.2,Q3,2.3,1,281,34733,"PHYSICS, PARTICLES & FIELDS"
JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,J MAGN MAGN MATER,2.5,2.5,Q3,2.2,1.1,1047,43152,"MATERIALS SCIENCE, MULTIDISCIPLINARY|PHYSICS, CONDENSED MATTER"
BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,BIOCHEM BIOPH RES CO,2.5,2.7,Q3,2.5,0.4,1084,85993,BIOCHEMISTRY & MOLECULAR BIOLOGY|BIOPHYSICS
Applied Sciences-Basel,APPL SCI-BASEL,2.5,2.7,Q2,2.2,0.7,12145,125694,"CHEMISTRY, MULTIDISCIPLINARY|ENGINEERING, MULTIDISCIPLINARY|PHYSICS, APPLIED"
Applied Sciences-Basel,APPL SCI-BASEL,2.5,2.7,Q3,2.2,0.7,12145,125694,"MATERIALS SCIENCE, MULTIDISCIPLINARY"
ZFW-Advances in Economic Geography,ZFW-ADV ECON GEOGR,2.4,2.4,Q2,2.2,1.2,15,56,ECONOMICS|GEOGRAPHY
Revista Iberoamericana de Psicologia y Salud,REV IBEROAM PSICOL S,2.4,2.1,Q2,1.7,0.3,10,166,"PSYCHOLOGY, MULTIDISCIPLINARY"
Data-Centric Engineering,DATA-CENTRIC ENG,2.4,3,Q1,2.3,0.3,29,216,"ENGINEERING, MULTIDISCIPLINARY"
Data-Centric Engineering,DATA-CENTRIC ENG,2.4,3,Q2,2.3,0.3,29,216,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE|COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS"
Frontiers in Insect Science,FRONT INSECT SCI,2.4,2.4,Q1,2.2,0.6,68,218,ENTOMOLOGY
International Journal of Software Science and Computational Intelligence-IJSSCI,INT J SOFTW SCI COMP,2.4,N/A,N/A,2.2,<0.1,9,249,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE|COMPUTER SCIENCE, INFORMATION SYSTEMS|COMPUTER SCIENCE, SOFTWARE ENGINEERING"
Wellbeing Space and Society,WELLBEING SPACE SOC,2.4,2.4,Q2,2.2,0.3,52,265,GEOGRAPHY
Wellbeing Space and Society,WELLBEING SPACE SOC,2.4,2.4,Q3,2.2,0.3,52,265,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"
Pacific Asia Journal of the Association for Information Systems,PAC ASIA J ASSOC INF,2.4,2.1,Q2,1.6,0.2,15,283,INFORMATION SCIENCE & LIBRARY SCIENCE
Molecular and Cellular Pediatrics,MOL CELL PEDIATR,2.4,N/A,N/A,2.3,0.2,7,377,PEDIATRICS
Journal of the Economic Science Association-JESA,J ECON SCI ASSOC-JES,2.4,1.9,Q2,2.2,0.3,28,381,ECONOMICS
Bioinformatics Advances,BIOINFORM ADV,2.4,N/A,N/A,2.4,0.3,183,394,MATHEMATICAL & COMPUTATIONAL BIOLOGY
Journal of Chinese Governance,J CHIN GOV,2.4,2.3,Q2,2.1,0.7,9,399,POLITICAL SCIENCE
Journal of Chinese Governance,J CHIN GOV,2.4,2.3,Q3,2.1,0.7,9,399,PUBLIC ADMINISTRATION
EuroChoices,EUROCHOICES,2.4,2.5,Q2,2.4,0.6,25,403,AGRICULTURAL ECONOMICS & POLICY
Tropical Diseases Travel Medicine and Vaccines,TROP DIS TRAVEL MED,2.4,2.5,Q2,2.4,0.4,17,404,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|TROPICAL MEDICINE"
Tropical Diseases Travel Medicine and Vaccines,TROP DIS TRAVEL MED,2.4,2.5,Q3,2.4,0.4,17,404,INFECTIOUS DISEASES
Australasian Journal of Water Resources,AUSTRALAS J WAT RESO,2.4,2.8,Q2,2.1,1.6,11,410,WATER RESOURCES
Operations and Supply Chain Management-An International Journal,OPER SUPPLY CHAIN MA,2.4,2.1,Q3,1.7,0.2,29,418,MANAGEMENT
Journal of Current Southeast Asian Affairs,J CURR SE ASIAN AFF,2.4,N/A,N/A,2.3,0.8,19,423,AREA STUDIES|INTERNATIONAL RELATIONS|POLITICAL SCIENCE
Vehicles,VEHICLES-BASEL,2.4,2.2,Q2,2.3,0.5,96,423,"ENGINEERING, MECHANICAL"
Vehicles,VEHICLES-BASEL,2.4,2.2,Q3,2.3,0.5,96,423,TRANSPORTATION SCIENCE & TECHNOLOGY
Vietnam Journal of Earth Sciences,VIETNAM J EARTH SCI,2.4,2,Q3,1.8,1.6,32,431,"GEOSCIENCES, MULTIDISCIPLINARY"
IEEE Transactions on Molecular Biological and Multi-Scale Communications,IEEE T MOL BIO MULT,2.4,N/A,N/A,1.5,0.6,47,441,"ENGINEERING, ELECTRICAL & ELECTRONIC|TELECOMMUNICATIONS"
Journal of Chinese Economic and Business Studies,J CHIN ECON BUS STUD,2.4,1.9,Q2,2.2,0.5,23,451,ECONOMICS
Basic and Clinical Andrology,BASIC CLIN ANDROL,2.4,2.6,Q3,2.4,0.6,35,465,ANDROLOGY
Contemporary Economics,CONTEMP ECON,2.4,1.7,Q3,2.1,0.6,27,469,ECONOMICS
Current Transplantation Reports,CURR TRANSPLANT REP,2.4,N/A,N/A,2.3,0.1,29,471,SURGERY|TRANSPLANTATION
Annals of PDE,ANN PDE,2.4,N/A,N/A,2.3,0.6,23,505,"MATHEMATICS|PHYSICS, MATHEMATICAL"
Vertebrate Zoology,VERTEBR ZOOL,2.4,1.9,Q1,2.1,1,45,517,ZOOLOGY
Nursing Reports,NURS REP,2.4,2.3,Q2,2.2,0.2,111,519,NURSING
WMU Journal of Maritime Affairs,WMU J MARIT AFF,2.4,2.4,Q3,2.1,0.5,25,557,TRANSPORTATION
Current Dermatology Reports,CURR DERMATOL REP,2.4,2.3,Q2,2.3,0.2,2,558,DERMATOLOGY
PharmaNutrition,PHARMANUTRITION,2.4,2.3,Q3,2.2,0.6,25,642,NUTRITION & DIETETICS|PHARMACOLOGY & PHARMACY
Journal of Work and Organizational Psychology-Revista de Psicologia del Trabajo y de las Organizaciones,J WORK ORGAN PSYCHOL,2.4,3.1,Q2,2,0.4,17,660,"PSYCHOLOGY, APPLIED"
Accounting Research Journal,ACCOUNT RES J,2.4,2.3,Q2,2.2,0.6,32,687,"BUSINESS, FINANCE"
IET Smart Grid,IET SMART GRID,2.4,2.5,Q2,2.2,0.1,47,695,"ENGINEERING, ELECTRICAL & ELECTRONIC"
International Journal of Workplace Health Management,INT J WORKPLACE HEAL,2.4,2.1,Q3,2,0.4,21,698,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"
JOURNAL OF PUBLIC AFFAIRS EDUCATION,J PUBLIC AFF EDUC,2.4,2.4,Q2,1.4,1.4,27,724,EDUCATION & EDUCATIONAL RESEARCH|PUBLIC ADMINISTRATION
Medicina del Lavoro,MED LAV,2.4,2.1,Q3,1.8,0.5,48,734,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"
Contemporary Educational Technology,CONTEMP EDUC TECHNOL,2.4,N/A,N/A,2.3,1.4,74,744,EDUCATION & EDUCATIONAL RESEARCH
Journal of Exercise Science & Fitness,J EXERC SCI FIT,2.4,2.8,Q2,2.3,0.8,35,770,SPORT SCIENCES
Transforming Government- People Process and Policy,TRANSFORM GOV-PEOPLE,2.4,2.5,Q2,2.2,0.2,39,783,INFORMATION SCIENCE & LIBRARY SCIENCE
Nonlinear Engineering - Modeling and Application,NONLINEAR ENG-MODEL,2.4,N/A,N/A,2.3,0.4,88,786,"ENGINEERING, MECHANICAL|MATHEMATICS, INTERDISCIPLINARY APPLICATIONS"
CardioRenal Medicine,CARDIORENAL MED,2.4,2.3,Q2,2.2,0.4,28,789,CARDIAC & CARDIOVASCULAR SYSTEMS|UROLOGY & NEPHROLOGY
Cancer Informatics,CANCER INFORM,2.4,2.3,Q2,2.3,0.5,31,792,MATHEMATICAL & COMPUTATIONAL BIOLOGY
